document,target_index,recent_count,coarse_category,fine_category,target_token,full_top1_token,compact_top1_token,severity,delta_ce,top1_embedding_cosine,full_correct,compact_correct,full_target_rank,compact_target_rank
pg19:10005,16347,2047,content,common_noun, islands, Empire, Isles,potential_semantic_change,0.1190643310546875,0.12482257932424545,False,False,6,5
pg19:10005,16377,2047,function,determiner, the, America, England,potential_semantic_change,0.4404890537261963,0.23729905486106873,False,False,2,4
pg19:10007,16325,2047,content,adjective, beautiful, charming, house,potential_semantic_change,-0.349658727645874,0.023193947970867157,False,False,2,3
pg19:10007,16326,2047,content,common_noun, ch, castle, house,potential_semantic_change,0.7129092216491699,0.13886311650276184,False,False,48,44
pg19:10007,16333,2047,special,punctuation,",",.,ful,potential_semantic_change,0.3595482110977173,-0.016953643411397934,False,False,4,4
pg19:10007,16345,2047,special,pronoun, he, she,",",potential_semantic_change,0.11498022079467773,0.023335617035627365,False,False,43,50
pg19:10007,16355,2047,content,verb, kissed, persuaded, thanked,potential_semantic_change,-0.5422730445861816,0.05735553428530693,False,False,14,7
pg19:10007,16373,2047,function,adposition, as, upstairs, to,potential_semantic_change,-0.15770912170410156,0.014807255938649178,False,False,18,15
pg19:10007,16374,2047,content,adjective, usual, she, far,potential_semantic_change,0.5853631496429443,0.03198406845331192,False,False,3,3
pg19:10008,16352,2047,content,common_noun, y, voyage, climate,potential_semantic_change,0.1391763687133789,0.062312230467796326,False,False,385,394
pg19:10008,16354,2047,special,punctuation,".""", I,",",potential_semantic_change,-0.20308184623718262,0.04615596681833267,False,False,5,5
pg19:10008,16356,2047,content,number,"""One","""Not",The,potential_semantic_change,0.36794424057006836,0.04166794195771217,False,False,33,44
pg19:10002,16354,2047,content,adverb,Ahead,Suddenly,Suddenly,surface_or_punctuation,0.09954261779785156,1.0,False,False,48,51
pg19:10002,16380,2047,content,adverb, now, when, when,surface_or_punctuation,0.8996517658233643,1.0,False,False,3,7
pg19:10004,16345,2047,content,common_noun, songs, wings, wings,surface_or_punctuation,-0.17553281784057617,1.0,False,False,54,49
pg19:10004,16376,2047,other,other,"
","
","
",surface_or_punctuation,-0.20334994792938232,0.9999998807907104,True,True,1,1
pg19:10005,16363,2047,special,punctuation,",", the, the,surface_or_punctuation,0.1401984691619873,1.0,False,False,1,2
pg19:10005,16368,2047,content,adverb, ago, ago, ago,surface_or_punctuation,-0.19747471809387207,1.0,True,True,1,1
pg19:10007,16330,2047,special,pronoun, your, your, your,surface_or_punctuation,-0.3095772862434387,1.0000001192092896,True,True,1,1
pg19:10007,16375,2047,function,adposition, to, to, to,surface_or_punctuation,-0.25973546504974365,1.0000001192092896,True,True,1,1
pg19:10008,16370,2047,content,proper_noun,Sc,Thank,Thank,surface_or_punctuation,0.17356634140014648,1.0,False,False,146,170
pg19:10008,16371,2047,content,proper_noun,otch,otch,otch,surface_or_punctuation,-0.6898912191390991,1.0,True,True,1,1
pg19:10005,16336,8191,content,common_noun, influence, little, influence,definite_benefit_compact_correct,-0.17115306854248047,0.05215952917933464,False,True,1,1
pg19:10,16364,8191,function,adposition, with, with,"
",definite_harm_full_correct_lost,1.2643965482711792,-0.011268075555562973,True,False,1,2
pg19:10,16377,8191,content,number,9,9,8,definite_harm_full_correct_lost,0.616963267326355,0.5850992798805237,True,False,1,2
pg19:10002,16351,8191,function,subordinating_conjunction, upon, upon,.,definite_harm_full_correct_lost,0.18080246448516846,0.03130794316530228,True,False,1,1
pg19:10003,16335,8191,content,common_noun,classes,classes,ages,definite_harm_full_correct_lost,0.23229748010635376,0.06740616261959076,True,False,1,2
pg19:10003,16369,8191,content,common_noun,mas,mas,ans,definite_harm_full_correct_lost,0.42483413219451904,0.13852910697460175,True,False,1,2
pg19:10007,16369,8191,special,pronoun,I,I,She,definite_harm_full_correct_lost,0.2749307155609131,0.16415487229824066,True,False,1,2
pg19:100,16350,8191,content,common_noun, self, left, fault,potential_semantic_change,1.14003586769104,0.05553916469216347,False,False,5,10
pg19:10003,16372,8191,function,determiner, all, the, their,potential_semantic_change,-0.023677349090576172,0.2722870111465454,False,False,5,6
pg19:10004,16365,8191,content,common_noun, centre, great, supreme,potential_semantic_change,0.15646648406982422,0.09357790648937225,False,False,24,33
pg19:10005,16335,8191,function,determiner, the, with, to,potential_semantic_change,0.09565949440002441,0.17648789286613464,False,False,1,2
pg19:10005,16377,8191,function,determiner, the, America, England,potential_semantic_change,0.12450122833251953,0.23729905486106873,False,False,2,3
pg19:10007,16325,8191,content,adjective, beautiful, charming, company,potential_semantic_change,-0.2567024230957031,0.023127296939492226,False,False,2,5
pg19:10007,16326,8191,content,common_noun, ch, castle, house,potential_semantic_change,0.3717966079711914,0.13886311650276184,False,False,48,62
pg19:10007,16333,8191,special,punctuation,",",.,ful,potential_semantic_change,0.1711503267288208,-0.016953643411397934,False,False,4,3
pg19:10007,16355,8191,content,verb, kissed, persuaded, thanked,potential_semantic_change,-0.7327353954315186,0.05735553428530693,False,False,14,5
pg19:10008,16356,8191,content,number,"""One","""Not",The,potential_semantic_change,0.0863656997680664,0.04166794195771217,False,False,33,40
pg19:10002,16347,8191,content,verb, beginning, considerable, considerable,surface_or_punctuation,0.0961909294128418,1.0,False,False,15,15
pg19:10002,16354,8191,content,adverb,Ahead,Suddenly,Suddenly,surface_or_punctuation,0.03321504592895508,1.0,False,False,48,50
pg19:10002,16367,8191,content,adjective, open, open, open,surface_or_punctuation,0.1058645248413086,1.0,True,True,1,1
pg19:10003,16333,8191,function,determiner, all, all, all,surface_or_punctuation,0.2870018482208252,1.000000238418579,True,True,1,1
pg19:10003,16381,8191,special,question_word,when,at,at,surface_or_punctuation,0.02906036376953125,0.9999998807907104,False,False,26,27
pg19:10004,16325,8191,content,common_noun,lion,v,v,surface_or_punctuation,0.13561344146728516,1.0,False,False,652,690
pg19:10004,16354,8191,function,adposition, for, now, now,surface_or_punctuation,-0.24681663513183594,1.0,False,False,13,11
pg19:10004,16357,8191,special,punctuation,!,.,.,surface_or_punctuation,0.09826982021331787,0.9999999403953552,False,False,1,2
pg19:10004,16371,8191,content,common_noun, rem, influence, influence,surface_or_punctuation,-0.07187461853027344,1.0,False,False,860,810
pg19:10004,16376,8191,other,other,"
","
","
",surface_or_punctuation,-0.16623950004577637,0.9999998807907104,True,True,1,1
pg19:10005,16368,8191,content,adverb, ago, ago, ago,surface_or_punctuation,-0.044057488441467285,1.0,True,True,1,1
pg19:10007,16330,8191,special,pronoun, your, your, your,surface_or_punctuation,-0.1777637004852295,1.0000001192092896,True,True,1,1
pg19:10007,16373,8191,function,adposition, as, upstairs, upstairs,surface_or_punctuation,-0.05476188659667969,0.9999998807907104,False,False,18,18
pg19:10008,16371,8191,content,proper_noun,otch,otch,otch,surface_or_punctuation,-0.2896690368652344,1.0,True,True,1,1
